"co_evento","nu_ano_competencia","qt_registros","qt_cnspcn","qt_cnspcn_menor18","qt_cnspcn_sexo_f","qt_apac","qt_cnes","qt_municipio_residencia","qt_aprovada","vl_aprovado","vl_aprovado_unitario_mediana","no_coorte","no_origem","sg_procedimento","no_procedimento"
604030010,2012,3485,535,14,399,2027,89,251,188826,251138.5799999945,1.3299999999999998,acromegalia,sia_am,BROM25,BROMOCRIPTINA 2.5 MG (POR COMPRIMIDO)
604030010,2013,2746,417,6,316,1581,86,213,137496,185370.12999999785,1.33,acromegalia,sia_am,BROM25,BROMOCRIPTINA 2.5 MG (POR COMPRIMIDO)
604030010,2014,365,213,1,153,222,65,133,15948,22008.239999999998,1.38,acromegalia,sia_am,BROM25,BROMOCRIPTINA 2.5 MG (POR COMPRIMIDO)
604030029,2013,6,2,0,2,3,2,2,195,518.6999999999999,2.6599999999999997,acromegalia,sia_am,BROM5,BROMOCRIPTINA 5 MG (POR COMPRIMIDO OU CÁPSULA DE LIBERAÇÃO RETARDADA
604030029,2014,2,2,0,2,2,2,2,105,279.3,2.6599999999999997,acromegalia,sia_am,BROM5,BROMOCRIPTINA 5 MG (POR COMPRIMIDO OU CÁPSULA DE LIBERAÇÃO RETARDADA
601310020,2008,22544,4415,124,3735,11192,122,726,198869,3045662.6200002334,16.9,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
601310020,2009,23749,4371,125,3646,11776,126,766,210623,2647999.339999759,12.58,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2010,20160,4265,104,3354,9366,136,807,234208,3466278.399999597,14.8,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
601310020,2010,5631,2477,49,2014,2839,120,574,54820,689635.6000000329,12.58,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2011,25849,4728,112,3705,12041,138,853,273875,4053349.999999437,14.8,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2012,26814,4708,112,3638,12639,145,852,283839,4200817.199999388,14.8,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2013,28103,4809,109,3665,12939,147,845,293961,4572604.499999623,14.8,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2014,27362,4674,103,3528,12595,140,827,283650,4725608.999999323,16.66,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2015,25372,4248,81,3132,12280,139,931,279335,1542616.0400001272,16.66,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2016,25002,4008,63,2901,12073,141,970,275754,0.0,,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2017,23973,3745,46,2692,11744,143,964,284979,0.0,,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2018,22185,3270,37,2287,9902,148,949,261390,0.0,,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2019,18542,2695,34,1820,7986,156,869,211173,0.0,,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
604030037,2020,9432,2114,14,1403,4690,161,761,114141,0.0,,acromegalia,sia_am,CABE05,CABERGOLINA 0.5 MG (POR COMPRIMIDO)
601350073,2008,15,2,1,1,5,2,2,930,269.7,0.29000000000000004,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
601350073,2009,7,1,0,1,4,1,1,480,139.20000000000002,0.29,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
601350073,2010,5,2,0,1,2,1,2,240,69.6,0.29,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
604620039,2010,9,3,0,3,4,1,3,2224,0.0,,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
604620039,2011,3,1,0,1,1,1,1,180,0.0,,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
604620039,2014,5,1,0,1,2,1,1,0,0.0,,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
604620039,2015,4,1,0,1,2,1,1,0,0.0,,acromegalia,sia_am,CALC025,CALCITRIOL 0.25 MCG (POR CAPSULA)
601260015,2008,39,6,0,4,16,6,5,85,8891.000000000002,104.6,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
601260015,2009,51,8,0,5,21,5,6,84,8786.4,104.6,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
601260015,2010,5,2,0,2,2,2,2,12,1255.2,104.6,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
604100019,2010,24,3,0,2,10,4,3,46,2830.3799999999997,61.53,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
604100019,2011,26,3,0,2,10,3,3,37,2276.6099999999997,61.53,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
604100019,2012,24,2,0,1,10,3,2,25,1538.2499999999995,61.53,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
604100019,2013,14,2,0,1,5,2,3,14,881.1400000000001,61.53,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
604100019,2014,12,1,0,1,5,1,1,23,1528.58,66.46,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
604100019,2015,7,1,0,1,3,1,1,16,1063.36,66.46,acromegalia,sia_am,DESM0125,DESMOPRESSINA 0.1 MG/ML APLICACAO NASAL (POR FRASCO DE 2.5 ML
601190106,2008,10,1,0,1,4,1,1,298,20064.8,71.3,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
601190106,2009,12,1,0,1,5,1,1,348,22769.640000000003,65.42999999999999,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
601190106,2010,2,1,0,1,1,1,1,56,3664.08,65.42999999999999,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520018,2010,7,1,0,1,3,1,1,197,0.0,,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520018,2011,12,1,0,1,5,1,1,340,0.0,,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520018,2012,12,1,0,1,5,1,1,334,0.0,,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520018,2013,12,1,0,1,5,1,1,341,0.0,,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520018,2014,11,1,0,1,4,1,1,314,0.0,,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520018,2015,9,1,0,1,3,1,1,208,0.0,,acromegalia,sia_am,GLAT20,GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
601270029,2008,10,2,2,2,4,1,1,3,1826.63,608.47,acromegalia,sia_am,GOSS1080,GOSSERRELINA 10.80 MG INJETAVEL (POR SERINGA PREENCHIDA)
601270029,2009,2,1,1,1,1,1,1,1,685.9,685.9,acromegalia,sia_am,GOSS1080,GOSSERRELINA 10.80 MG INJETAVEL (POR SERINGA PREENCHIDA)
601270010,2008,3,1,0,1,1,1,1,3,561.5999999999999,187.2,acromegalia,sia_am,GOSS360,GOSSERRELINA 3.60 MG INJETAVEL (POR SERINGA PREENCHIDA)
604080026,2011,3,1,0,1,1,1,1,60,0.0,,acromegalia,sia_am,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO)
604290080,2014,297,88,0,51,129,23,40,240,363206.3999999979,1513.36,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,2015,1485,303,0,166,615,53,145,1199,1814518.6400000434,1513.36,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,2016,2897,427,2,245,1221,63,193,2492,3771293.119999918,1513.36,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,2017,2609,477,3,264,1105,75,212,2113,3197729.6799999676,1513.36,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,2018,3533,577,5,322,1418,75,253,2996,6883681.2100002775,2298.41,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,2019,3883,610,16,325,1564,78,275,3424,7869755.840000341,2298.41,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,2020,1930,431,2,223,891,65,190,1590,1884696.1999999743,2298.41,acromegalia,sia_am,LANR120,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2014,6,2,0,2,3,1,1,6,8449.32,1408.22,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2015,132,36,1,23,56,12,16,92,129556.24000000008,1408.22,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2016,169,32,0,16,68,13,20,131,184476.82000000012,1408.22,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2017,155,39,0,25,69,15,24,116,163353.5200000001,1408.22,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2018,237,47,0,33,94,15,25,173,369737.3300000007,2137.21,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2019,279,49,0,32,113,17,30,235,502244.350000002,2137.21,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290063,2020,106,25,0,15,49,14,22,77,89762.82000000005,2137.21,acromegalia,sia_am,LANR60,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2014,171,49,0,25,76,21,27,156,236084.15999999907,1513.36,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2015,786,153,0,84,327,45,94,617,933743.1199999927,1513.36,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2016,1424,217,1,132,631,56,126,1199,1814518.6400000434,1513.36,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2017,1578,269,1,166,706,57,138,1326,2006715.3600000564,1513.36,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2018,1939,330,6,194,838,65,171,1600,3664447.9999998817,2290.28,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2019,1773,293,9,172,759,65,163,1466,3357550.479999909,2290.28,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,2020,769,176,1,110,384,49,107,657,776404.9200000061,2290.28,acromegalia,sia_am,LANR90,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
601200071,2009,3,1,0,1,1,1,1,60,262.2,4.37,acromegalia,sia_am,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO)
604320043,2010,2,1,0,1,1,1,1,30,154.5,5.15,acromegalia,sia_am,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO)
601200071,2010,2,1,0,1,1,1,1,60,262.2,4.37,acromegalia,sia_am,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO)
601270037,2008,14,3,3,3,6,2,2,14,1762.1799999999994,125.87,acromegalia,sia_am,LEUP375,LEUPRORRELINA 3.75 MG INJETAVEL (POR FRASCO-AMPOLA)
601270037,2009,9,1,1,1,3,1,1,9,1132.83,125.87,acromegalia,sia_am,LEUP375,LEUPRORRELINA 3.75 MG INJETAVEL (POR FRASCO-AMPOLA)
604110030,2010,1,1,1,0,1,1,1,0,0.0,,acromegalia,sia_am,LEUP375,LEUPRORRELINA 3.75 MG INJETAVEL (POR FRASCO-AMPOLA)
601270037,2010,2,1,1,0,1,1,1,2,251.74,125.87,acromegalia,sia_am,LEUP375,LEUPRORRELINA 3.75 MG INJETAVEL (POR FRASCO-AMPOLA)
601330013,2008,1,1,0,1,1,1,1,30,3.6,0.12000000000000001,acromegalia,sia_am,LEVO100,LEVOTIROXINA 100 MCG (POR COMPRIMIDO)
601330048,2008,2,2,1,2,2,2,2,60,6.6,0.11,acromegalia,sia_am,LEVO50,LEVOTIROXINA 50 MCG (POR COMPRIMIDO)
601200101,2008,11,1,0,1,4,1,1,1220,5124.0,4.2,acromegalia,sia_am,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
601200101,2009,9,1,0,1,4,1,1,1090,4578.0,4.2,acromegalia,sia_am,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
604320051,2010,5,1,0,1,2,1,1,600,1020.0,1.7,acromegalia,sia_am,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
601200101,2010,6,1,0,1,2,1,1,770,3234.0,4.2,acromegalia,sia_am,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
601300033,2008,277,71,7,46,143,21,35,10162,252530.93999999983,27.09,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
601300033,2009,178,33,5,20,88,19,27,7403,126221.15000000004,17.05,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
601300033,2010,30,11,2,7,15,10,11,1933,32957.65,17.05,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2010,69,20,4,11,33,11,16,2881,61422.920000000006,21.32,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2011,98,23,2,12,49,13,18,5195,110757.40000000008,21.32,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2012,147,24,5,14,65,8,13,11855,252748.59999999992,21.32,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2013,153,26,9,14,75,13,19,10781,182449.48,21.32,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2014,135,25,7,12,59,11,13,1329,15815.099999999977,11.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2015,133,24,6,15,55,6,12,129,1535.1000000000024,11.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2016,96,16,6,10,36,4,9,64,761.5999999999991,11.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2017,33,6,2,4,13,3,5,18,214.20000000000007,11.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2018,23,3,0,2,9,3,3,22,635.7999999999997,28.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2019,38,6,2,2,15,4,7,34,982.5999999999995,28.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290047,2020,20,5,1,1,9,5,6,17,491.29999999999984,28.9,acromegalia,sia_am,OCTR01,OCTREOTIDA 0.1 MG/ML INJETAVEL (POR AMPOLA)
604290055,2011,1,1,0,1,1,1,1,60,8078.4,134.64,acromegalia,sia_am,OCTR05,OCTREOTIDA 0.5 MG/ML INJETAVEL (POR AMPOLA)
601300017,2008,1288,244,11,160,656,43,120,1787,2604837.5400000014,1508.22,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
601300017,2009,1140,194,8,117,578,39,104,1530,2213395.7400000263,1447.61,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
601300017,2010,293,125,3,80,151,29,77,365,528377.6499999978,1447.61,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2010,905,188,2,124,437,43,97,1108,1768068.8399999856,1595.73,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2011,1276,209,1,142,615,46,113,1500,2393594.9999999776,1595.73,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2012,1243,216,3,147,613,54,129,1300,2074448.999999981,1595.73,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2013,1279,205,4,138,615,53,122,1351,2282986.719999976,1595.73,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2014,1241,224,2,143,644,48,109,1352,2476377.2799999816,1831.64,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2015,1038,179,2,106,531,38,92,1078,1974507.9199999708,1831.64,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2016,1031,162,2,105,515,35,90,980,1795007.1999999804,1831.64,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2017,897,150,3,95,467,35,89,845,1547735.7999999884,1831.64,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2018,937,153,0,96,389,32,88,826,1989471.1400000069,2409.26,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2019,847,124,4,72,353,32,80,851,2050280.260000007,2409.26,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290012,2020,388,86,2,53,196,27,56,333,802283.5800000023,2409.26,acromegalia,sia_am,OCTR10,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
601300041,2008,5308,915,14,537,2886,110,355,5741,13407349.10000086,2456.4,acromegalia,sia_am,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
601300041,2009,6593,997,21,588,3533,118,393,7223,16052030.659999568,2226.94,acromegalia,sia_am,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
601300041,2010,1476,633,9,378,821,103,287,1548,3447303.1199999317,2226.94,acromegalia,sia_am,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
604290020,2010,4927,929,15,544,2664,114,359,5215,12904882.550000729,2474.57,acromegalia,sia_am,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
604290020,2011,6773,1064,17,646,3570,117,398,7318,18108903.260001354,2474.57,acromegalia,sia_am,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
604290020,2012,7102,1084,14,660,3726,113,397,7766,19217510.620001473,2474.57,acromegalia,sia_am,OCTR20,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
